date,rating,review_text,product
"Jun 19, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 19, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 19, 2023",5,,"Personalized Dolphin Necklace Heart Cremation Jewelry for Ashes,Ashes Holder for Women,Urn Necklace for Ashes,Cremation Necklace Mom Dad"
"Jun 19, 2023",5,,"Step Dad Fathers Day Gift Keychain for Step Dad, Personalize Bonus Dad Gift with Kids Names form Wife, Unique Fathers Day Gifts from Kids"
"Jun 19, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 19, 2023",5,"I ordered this for my sister and nephew after losing my brother-in-law to a sudden illness.  Symbolic of his great love for music and his guitar, they can keep him close to their hearts.",Personalized Guitar Urn Necklace • Cremation Jewelry for Ashes • Custom Musician Memorial Necklace • With Free Funnel Kit
"Jun 19, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 19, 2023",5,,Personalized Birthstone Jewelry - Mama Bracelet - Custom Bracelet For Mama - Grandma Gifts - Birthday for Women - Birthday Gift for Mom
"Jun 19, 2023",5,,"Nana Necklace Personalized With Grandkids Necklace Birth Month Birthstones Gift for Mom, Gift For Grandma, Mother's Day Gift"
"Jun 18, 2023",5,Absolutely adore my necklace and have gotten lots of compliments.  I highly recommend!,Personalized Lotus Locket Necklace Cremation Jewelry • Personalized Urn Necklace • Pet Urn Ashes Necklace • Free Funnel Kit
"Jun 18, 2023",5,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"Jun 7, 2023",5,,Personalized Heart Cremation Jewelry for Ashes • Custom Pet Urn Necklace for Ashes • Cremation Necklace • With Free Funnel Kit
"Jun 7, 2023",2,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"Jun 7, 2023",5,Beautiful and simple. Exactly what I wanted,Mothers Days Gift for Mom Mama Necklace Personalized With Kids Birth Month Birthstones Gift for Mom Gift For Grandma Birthday Gifts for Mom
"Jun 7, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 7, 2023",5,,Personalized Hourglass Cremation Jewelry • Urn Necklace •Custom Pet Urn Memorial Jewelry •Ashes Necklace •With Free Funnel Kit
"Jun 7, 2023",5,,Wing and Paw Print Charm Add On
"Jun 7, 2023",5,"Absolutely love my necklace, beautiful stone and keeps the ashes of my sister safely sealed.",Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Jun 6, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 6, 2023",3,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 6, 2023",5,,Personalized North Star Cremation Necklace For Human Ashes • Pet Urn Necklace • Pet Memorial Jewelry •  Cremation Jewelry • Free Funnel
"Jun 6, 2023",5,Loved the way the necklace turned out,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 6, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 6, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Jun 6, 2023",5,"This necklace was everything I was hoping for! Super quick shipping, item arrived exactly as described.","Cremate Jewelry Locket Urn Necklace for Human Ashes Pet Dog Ashes Cremation Necklace Ashes Keepsake Pendant, Loss of Dog Memorial Necklace"
"May 28, 2023",1,never received my order then when i let them know got no reply.,"Personalized Gemstone and Name Necklace Gift for Mom , Family Gift For Wife with Kids Name, Birthstone Necklace, Birthstone Jewelry for Her"
"May 28, 2023",5,"I first bought 2 for my adult children. When they arrived they were beyond my expectation! Both my children were in Awe, that I have added 2 more to my cart ❤ One for myself and one for my grandson that is always talking about mine I wear around my neck. My mother passed away in January and was the foundation of my family. She worked full time and farmed 20 acer's before her passing. I would Recommend this to anyone looking to honor a farmer and the back bone of America!!","Personalized Tractor Cremation Necklace for Ashes, Urn Necklace for Ashes, Cremation Pendant, Ashes Necklace, Cremation Jewelry Dad Mom"
"May 28, 2023",5,,Personalized Heart Cremation Jewelry for Ashes • Custom Pet Urn Necklace for Ashes • Cremation Necklace • With Free Funnel Kit
"May 28, 2023",5,,Wing and Paw Print Charm Add On
"May 28, 2023",5,,"Personalized Gemstone and Name Necklace Gift for Mom , Family Gift For Wife with Kids Name, Birthstone Necklace, Birthstone Jewelry for Her"
"May 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 28, 2023",4,"I'm pleased with my purchase. I wear it every day. It's made well, looks great. Bracelet is exactly as described. Nice quality. I'd order this bracelet again, and I'd also recommend this small business to family and friends.","Personalized Cremation Jewelry for Human Ashes, Ashes Bracelet, Urn Bracelet for Ashes, Cremation Bracelet Dad Mom"
"May 28, 2023",5,This item arrived in perfect condition. It is beautiful and the perfect tribute to my Father in law.,"Personalized Fish Hook Necklace Cremation for Ashes, Urn Necklace for Ashes, Cremation Pendant, Ashes Necklace, Cremation Jewelry"
"May 28, 2023",5,I ordered this beautiful hummingbird. It arrived in a timely manner and was so much more than I imagined.,"Personalized Hummingbird Cremation Jewelry for Ashes,Ashes keepsake for Men Women,Urn Necklace for Ashes,Cremation Necklace Brother"
"May 28, 2023",4,"Great product for the price, 
However as with all of these I wish defaults could be bigger and put more on one disk.
But overall very pleased with the item..",Personalized Birthstone Bracelet - Custom Name Bracelet - Mama Bracelet - Gifts For Her -  Grandma Gift -Sympathy Gift -Bracelet with Charms
"May 28, 2023",5,,"Fathers Day Gifts for Dad Custom Keychain with Kids Name Best #1 Dad Gift Keychain, Personalized Daddy Keychain, Gift from Son Grandson"
"May 27, 2023",5,,Personalized Cross Urn Cremation Jewelry for Ashes • Ashes Necklace for Men •Urn Necklace for Ashes • With Free Funnel Kit and Bag
"May 27, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 27, 2023",5,I just needed a single birthstone after my grandson came early. It is perfect for the necklace for my DIL.,Birthstone Charm Add On
"May 21, 2023",5,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"May 21, 2023",5,This made such a beautiful gift! Loved the color of the gem 😃,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",4,,"Personalized Crescent Moon Cremation Jewelry for Ashes, Ashes Holder for Men Women, Urn Necklace for Ashes, Cremation Necklace Dad Mom"
"May 21, 2023",5,,"Nana Necklace Personalized With Grandkids Necklace Birth Month Birthstones Gift for Mom, Gift For Grandma, Mother's Day Gift"
"May 21, 2023",5,Very attractive. It’s what I was looking for! It’s a beautiful tribute to my husband.,"Personalized Hummingbird Cremation Jewelry for Ashes,Ashes keepsake for Men Women,Urn Necklace for Ashes,Cremation Necklace Brother"
"May 21, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",5,The piece is really beautiful.  I love it.,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"May 21, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",5,Fantastic work thank you so much,Personalized Lotus Locket Necklace Cremation Jewelry • Personalized Urn Necklace • Pet Urn Ashes Necklace • Free Funnel Kit
"May 21, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 21, 2023",5,Gorgeous necklace thank you 💜,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"May 21, 2023",5,,"Mama Necklace Personalized With Kids Birth Month Birthstones Gift for Mom, Gift For Grandma Birthday Gifts for Mom"
"May 17, 2023",5,I bought it as a gift for my friend and she loved it!,"Personalized Birthstone Gift for Her, Name and Birth Stone Necklace, Gift for Mom, Bridesmaid Gifts, Christmas Gift Mother Day Gift for Nana"
"May 17, 2023",5,"High quality 
Highly recommend fir your special loved one",Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"May 17, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 17, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 17, 2023",5,"The necklace made my mother in law cry for Mother’s Day. It has our daughters birthstone on it and says, “mommom.” It was great!","Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 17, 2023",5,,Mothers Days Gift for Mom Mama Necklace Personalized With Kids Birth Month Birthstones Gift for Mom Gift For Grandma Birthday Gifts for Mom
"May 17, 2023",3,"Asked questions as we were having issues, no one ever responded...",Personalized Butterfly Locket Urn Necklace For Human Ashes •Custom Pet Urn Memorial Jewelry • Cremation Jewelry •Free Funnel Kit
"May 16, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 16, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 16, 2023",5,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"May 16, 2023",5,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"May 16, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 16, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 16, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,,Personalized Heart Cremation Jewelry for Ashes • Custom Pet Urn Necklace for Ashes • Cremation Necklace • With Free Funnel Kit
"May 12, 2023",5,,Wing and Paw Print Charm Add On
"May 12, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,Beautiful piece of jewelry and fast shipping!,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,Best customer service ever! She helped me out with last minute changes and I really do appreciate that. Thank you for making my moms mothers days special! She loved the necklace and cried when she saw it!,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,,Personalized Guitar Urn Necklace • Cremation Jewelry for Ashes • Custom Musician Memorial Necklace • With Free Funnel Kit
"May 12, 2023",5,Even more beautiful in person,Personalized Lotus Locket Necklace Cremation Jewelry • Personalized Urn Necklace • Pet Urn Ashes Necklace • Free Funnel Kit
"May 12, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,,Personalized Cross Urn Cremation Jewelry for Ashes • Ashes Necklace for Men •Urn Necklace for Ashes • With Free Funnel Kit and Bag
"May 12, 2023",5,,Birthstone Charm Add On
"May 12, 2023",5,,Engraving Fee & Charm Plaque Tag Add On - Replacement Charm
"May 12, 2023",5,,Mother's Days Gift for Mom Mama Necklace Personalized With Kids Birth Month Birthstones Gift for Mom Gift For Grandma Birthday Gifts for Mom
"May 12, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 12, 2023",5,,"Personalized Tractor Cremation Necklace for Ashes, Urn Necklace for Ashes, Cremation Pendant, Ashes Necklace, Cremation Jewelry Dad Mom"
"May 7, 2023",5,"I liked this item a lot, very nice quality","Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 7, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 7, 2023",4,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 7, 2023",5,This is absolutely perfect for my step mom for Mother’s Day from the kiddos! Arrived very quickly and looks just like the images for the listing. Thank you!,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 6, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 6, 2023",5,,"Minimalist Rose Gold Silver Charm Necklaces Birth Month Jewelry, Birthflower Necklace With Birthstone Necklace, Birthday Flower Necklace"
"May 6, 2023",5,,Personalized Heart Cremation Jewelry for Ashes • Custom Pet Urn Necklace for Ashes • Cremation Necklace • With Free Funnel Kit
"May 6, 2023",5,,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"May 6, 2023",5,Looks great!,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 6, 2023",2,"I order two birthstones in my bracelet and only received one, otherwise it’s a beautiful piece",Personalized Birthstone Jewelry - Mama Bracelet - Custom Bracelet For Mama - Grandma Gifts - Birthday for Women - Birthday Gift for Mom
"May 6, 2023",4,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"May 6, 2023",5,Super cute! Better that what I was expecting,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"May 6, 2023",5,"Perfect Mother’s Day gift for grandma.  Beautiful necklace!! It came quickly. Before ordering, I messaged the seller with a question and received an immediate reply. Appreciate everything about this order and the seller! Thank you.",Birth Stone Necklace - Birth Stone Jewelry - Mama Necklace - Nana Necklace - Family Necklace - Grandmother Necklace - Christmas Gifts
"May 6, 2023",5,,Personalized Crescent Moon Urn Necklace • Custom Pet Urn • Pet Memorial Jewelry •  Cremation Jewelry • Free Funnel Kit
"Apr 28, 2023",5,"The cremation necklace is lovely. It’s very classy & well made. I’m glad they were able to engrave it exactly as I requested!
Do keep in mind that your clients are not looking for a piece of fashion jewelry when making this kind of purchase. Each one has suffered a lose & acknowledging that fact would go a long way in furthering your business. Yes, you appreciate my business; please leave a review…you definitely stopped short.",Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Apr 28, 2023",5,,"Personalized Birth Flower Necklace - Birthstone Necklace - Birth Flower Jewelry Flower Necklace, Birthstone Jewelry, Christmas Gifts for Her"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,Nice size to fit a male.  Very nice quality. It is a beautiful piece.,Personalized Cross Urn Cremation Jewelry for Ashes • Ashes Necklace for Men •Urn Necklace for Ashes • With Free Funnel Kit and Bag
"Apr 28, 2023",5,,"Personalized Cremation Jewelry for Human Ashes, Ashes Bracelet, Urn Bracelet for Ashes, Cremation Bracelet Dad Mom"
"Apr 28, 2023",5,"Love it! Looks just like the picture, great quality too. Excited to give this to my mom for Mother’s Day, thankyou!","Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,"Love, love, love.  Quality and shipping fantastic.","Personalized Lady Bug Cremation Jewelry for Ashes,Ashes Holder for Men Women,Urn Necklace for Ashes, Ladybug Cremation Necklace Mom Baby"
"Apr 28, 2023",5,,"Grandkids Name Necklace For Grandma, Name and Birth Stone Necklace with Kids Names, Christmas Gifts For Grandma, Gigi Grandma Necklace, Gigi"
"Apr 28, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 28, 2023",5,,Personalized Cross Urn Cremation Jewelry for Ashes • Ashes Necklace for Men •Urn Necklace for Ashes • With Free Funnel Kit and Bag
"Apr 21, 2023",5,,"Fathers Day Gifts for Dad Custom Keychain with Kids Name Best #1 Dad Gift Keychain, Personalized Daddy Keychain, Gift from Son Grandson"
"Apr 21, 2023",5,,Personalized Crescent Moon Urn Necklace • Custom Pet Urn • Pet Memorial Jewelry •  Cremation Jewelry • Free Funnel Kit
"Apr 20, 2023",5,The necklace is absolutely beautiful and amazing quality. I would recommend to anyone.,"Cremate Jewelry Locket Urn Necklace for Human Ashes Pet Dog Ashes Cremation Necklace Ashes Keepsake Pendant, Loss of Dog Memorial Necklace"
"Apr 20, 2023",5,Item exactly as described  and is well made,Personalized Butterfly Locket Urn Necklace For Human Ashes •Custom Pet Urn Memorial Jewelry • Cremation Jewelry •Free Funnel Kit
"Apr 20, 2023",5,,Personalized Heart Cremation Jewelry for Ashes • Custom Pet Urn Necklace for Ashes • Cremation Necklace • With Free Funnel Kit
"Apr 20, 2023",5,,Personalized Butterfly Locket Urn Necklace For Human Ashes •Custom Pet Urn Memorial Jewelry • Cremation Jewelry •Free Funnel Kit
"Apr 20, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 20, 2023",5,,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Apr 20, 2023",5,,Personalized Lotus Locket Necklace Cremation Jewelry • Personalized Urn Necklace • Pet Urn Ashes Necklace • Free Funnel Kit
"Apr 20, 2023",5,,"Cremate Jewelry Locket Urn Necklace for Human Ashes Pet Dog Ashes Cremation Necklace Ashes Keepsake Pendant, Loss of Dog Memorial Necklace"
"Apr 20, 2023",5,,Personalized Hourglass Cremation Jewelry • Urn Necklace •Custom Pet Urn Memorial Jewelry •Ashes Necklace •With Free Funnel Kit
"Apr 20, 2023",5,My wife loved this tiny urn. It is a great way to have a piece of our son with her at all times.,"Personalized Crescent Moon Cremation Jewelry for Ashes, Ashes Holder for Men Women, Urn Necklace for Ashes, Cremation Necklace Dad Mom"
"Apr 20, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 20, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 9, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 9, 2023",5,I love the necklace and decided to buy a second one for my sister-in-law.,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Apr 9, 2023",5,,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Apr 9, 2023",5,,"Personalized Blue,Red,White Stone Cylinder Cremation Jewelry for Ashes,Ashes Holder for Men,Urn Necklace for Ashes,Cremation Necklace Dad"
"Apr 9, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 9, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Apr 9, 2023",5,,"Cremate Jewelry Locket Urn Necklace for Human Ashes Pet Dog Ashes Cremation Necklace Ashes Keepsake Pendant, Loss of Dog Memorial Necklace"
"Apr 8, 2023",5,,"Personalized Crescent Moon Cremation Jewelry for Ashes, Ashes Holder for Men Women, Urn Necklace for Ashes, Cremation Necklace Dad Mom"
"Apr 8, 2023",5,This necklace is beautiful. I put my beloved dogs ashes in it and wear it every day.,"Personalized Blue,Red,White Stone Cylinder Cremation Jewelry for Ashes,Ashes Holder for Men,Urn Necklace for Ashes,Cremation Necklace Dad"
"Apr 8, 2023",4,The only thing I didn't like is it is hard to get the ashes in. Otherwise I love it.,Personalized Cremation Jewelry for Human Ashes • Ashes Bracelet • Urn for Ashes • Cremation Bracelet
"Apr 8, 2023",4,,Personalized Hammer Cremation Jewelry • Urn Necklace • Custom Pet Urn Memorial Jewelry • Ashes Necklace • With Free Funnel Kit & Bag
"Apr 8, 2023",5,Quality is excellent. Matched description. Met my expectations.,Personalized Urn Necklace For Human Ashes Custom Pet Cremation Necklace Memorial Jewelry Cremation Jewelry for Pet Ashes - Free Funnel Kit
"Apr 8, 2023",5,,Personalized Dog Ashes Necklace • Cremation Jewelry • Custom Pet Urn Memorial Jewelry • Ashes Necklace • With Free Funnel Kit and Bag
"Apr 8, 2023",5,,"Personalized Cremation Jewelry for Human Ashes, Ashes Bracelet, Urn Bracelet for Ashes, Cremation Bracelet Dad Mom"
"Mar 27, 2023",5,,Wing and Paw Print Charm Add On
"Mar 27, 2023",3,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Mar 27, 2023",3,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
"Mar 26, 2023",5,,"Gigi Necklace Personalized With Grandkids Birth Month Birthstones Gift for Mom, Gift For Grandma Handmade Jewelry, Mother's Day Gift"
